LTLA Code,D1.0-45,D1.45-50,D1.50-55,D1.55-60,D1.60-65,D1.65-70,D1.70-75,D1.75-80,D1.80-150,D2.0-45,D2.45-50,D2.50-55,D2.55-60,D2.60-65,D2.65-70,D2.70-75,D2.75-80,D2.80-150
E07000237,10802,5382,6769,6591,5405,4816,4734,3476,4685,4346,1178,1406,1519,1424,3068,3944,3216,4450
E07000238,11970,6788,9341,9813,8702,8209,8810,6624,8599,3630,1235,1580,1782,2255,5915,8354,6434,8342
E07000239,9271,5160,7099,7017,6070,6077,7049,5527,6380,3079,1099,1414,1685,1931,3987,6642,5279,6187
E07000240,15454,10222,10644,9571,7631,6248,6396,4791,7442,3448,1160,1495,1694,1636,3793,5589,4604,7164
E07000241,11761,5744,6868,6957,5964,4685,4527,3428,5504,3291,922,1117,1282,1142,2129,3699,3305,5247
E07000242,14781,9446,10812,10536,8574,6979,7352,5140,7400,3819,1219,1495,1704,1566,4129,6370,4988,7180
E07000243,11666,4624,5679,5807,4701,3560,3355,2444,3689,3624,974,1114,1133,1297,1701,3038,2352,3511
E07000244,21859,11935,16567,17812,17101,16067,18329,13806,18647,8747,2754,3653,4460,6128,10857,16426,12938,17887
E07000245,15626,8289,11209,11181,9652,8783,9895,7560,10066,6253,1768,2195,2476,2518,4795,7716,6519,8976
E07000246,16364,7445,10214,10908,10245,9734,10358,8005,11224,7412,2052,2598,2770,3123,4201,9777,7752,10910
E08000001,28550,13123,17721,17441,14919,13069,13644,9758,12107,10045,3199,4074,4634,4516,8761,11986,8996,11102
E08000002,19286,9026,11849,12163,10461,8965,9620,6818,8713,8328,2710,3508,4503,4861,6810,8879,6387,7974
E08000003,66996,22045,25717,23227,19342,15181,13024,8664,11714,22124,4789,5840,6057,7048,10373,11295,7737,10273
E08000004,26608,10140,13835,13389,11537,10207,10241,7354,9116,8515,2717,3821,4305,4007,5919,9148,6809,8447
E08000005,24097,9829,13056,12935,11446,10248,9928,6723,8301,7617,2285,3212,3525,3947,5995,8382,6112,7347
E08000006,27828,9954,13202,13487,11540,9045,9534,6682,9068,9827,2446,3093,3620,3208,3897,8365,6094,8115
E08000007,30319,14246,18970,19223,16749,14803,15273,11264,16338,11699,3504,4372,5398,5518,11489,14446,10863,15727
E08000008,25982,11316,14821,14985,12688,10676,11118,7666,9209,8203,2437,3301,3918,3748,8072,10270,7114,8011
E08000009,27050,13193,15087,14831,12398,10410,10411,7752,11475,9323,3097,3627,4056,4048,7188,9687,7347,10828
E08000010,34761,16178,22465,21360,18408,16055,17713,13157,14390,12077,3676,4945,5228,4841,7212,15584,12403,13342
E08000011,17777,6573,9519,10782,9888,7845,6665,4292,6430,5868,1754,2447,3051,2968,3814,5885,3898,5841
E08000012,63260,19469,25146,27900,25616,21129,19154,12708,17780,21530,5108,7237,8848,9389,11007,16271,11212,15674
E08000013,23210,9636,12239,12492,10921,9548,10193,7358,9200,7665,2427,3322,3697,3680,5741,9298,6858,8588
E08000014,29062,12221,17778,19834,18457,16002,15822,11981,18049,9248,2857,3928,4740,4699,6180,13482,11133,16574
E08000015,34908,16233,20726,22241,20336,18199,18478,13008,18378,12919,3831,5396,6648,7067,11541,17042,12437,17371
E08000016,27449,12553,17124,16829,14829,12858,12756,9391,11289,9328,2666,3819,4193,4409,7208,11483,8817,10517
E08000017,38878,15591,19754,20680,18643,16010,15990,11344,15135,10393,3032,4026,4584,4642,10100,14108,10569,14212
E08000018,36656,14375,17885,17475,15681,13624,13878,10405,12881,9566,2789,3833,4161,4321,10572,12991,9923,12401
E08000019,68670,26872,33018,31952,27808,23710,23906,18377,25603,21281,5291,6667,7011,6487,8558,20726,17077,24055
E08000021,31704,11104,14624,15728,14442,11982,11444,7608,11708,12751,2564,3035,3451,3387,8080,9757,7097,11023
E08000022,22179,10845,13425,14236,12923,11743,11498,7701,10826,8260,2335,2697,3072,2600,8063,10397,7391,10403
E08000023,16832,7286,9554,10458,9899,8440,8167,5448,7860,5117,1475,1984,2295,2387,6385,7425,5273,7467
E08000024,30543,14289,18209,19073,18045,15589,15160,10088,14092,9795,2738,3803,4078,4060,10191,13684,9662,13565
E08000025,126831,47344,56072,52788,46296,38744,35216,26511,39053,33652,9187,11422,12366,13230,22253,31176,24127,35087
E08000026,39448,15890,18821,17710,15389,12802,12234,9719,13720,11233,3378,4278,4521,4271,8663,10858,9051,12761
E08000027,35351,15467,21158,20439,17397,16008,16507,13470,17711,9660,2919,3586,3688,3289,7260,14570,12633,16809
E08000028,36371,15171,19549,18203,15501,12930,11997,9239,12573,9199,2909,3745,3871,3692,7048,10350,8427,11221
E08000029,25133,11766,14450,14480,12444,10563,11747,9236,12753,6006,1923,2307,2614,2559,6097,10872,8817,12188
E08000030,33429,13334,17241,16605,14484,12335,12108,9633,13793,8451,2501,2962,3156,3055,7470,10890,9110,12730
E08000031,29746,12109,15465,14580,12815,11183,10388,7910,11940,7583,2371,2736,2906,2782,4897,8863,7195,10978
E08000032,58126,24036,29216,28798,26316,22470,21236,13795,20882,18162,5459,6934,7685,8791,14934,18827,12803,19465
E08000033,21823,11364,14520,14052,12309,10372,10735,7464,9260,6587,2183,2998,3293,3162,4682,9236,7007,8218
E08000034,41959,20965,27416,26076,22931,19947,20564,14480,18652,15914,5082,7093,8361,9010,13874,18845,13846,17410
E08000035,88946,37112,45253,44466,38268,32172,33275,23262,33551,33640,8687,11627,12916,13026,20496,30375,22013,31360
E08000036,34909,17956,24179,23497,20342,17811,18003,12945,15891,11820,3407,5119,5560,6227,12892,16462,12419,15334
E08000037,20947,9449,12671,13400,11971,10272,10490,7255,10764,7386,1939,2509,2762,2429,2186,9007,6840,9889
E09000001,850,438,488,462,378,335,308,206,244,224,58,62,77,92,271,286,192,230
E09000002,21544,9745,10993,9544,7428,5343,4329,2983,4595,5903,2303,2720,2657,2405,2681,3668,2585,4103
E09000003,44574,20014,21175,19785,17132,14152,13384,9811,14764,14030,4727,5926,6854,8269,11386,12221,9086,13748
E09000004,23334,11588,15195,15075,12653,10101,10083,7522,11473,7065,2597,3494,4445,4990,7692,9347,7091,10670
E09000005,38630,15331,17220,16043,13900,10830,8644,6278,9197,10383,2955,4372,5186,6767,7627,7178,5355,7529
E09000006,30149,17821,21301,20540,17086,13817,14867,10895,16560,9790,3399,4179,5442,6464,10367,13708,10110,15381
E09000007,27221,10492,11269,9983,8260,6568,6103,4543,5888,7392,1667,2267,2533,4590,5067,5460,4147,5388
E09000008,37472,17303,21148,21129,17420,13756,12762,8971,13067,11737,3734,4715,5635,6068,7532,10632,7743,10943
E09000009,36048,17934,20242,18475,15366,12345,10552,7355,10624,10104,3117,3976,5307,6251,9366,9359,6673,9731
E09000010,42000,16547,18316,17882,14885,11533,10217,7492,11538,11269,4419,6112,9042,10936,9403,9318,6865,10494
E09000011,30701,13799,15081,13604,10887,8433,7464,5236,6755,8377,2934,3807,4369,4171,6128,6660,4727,6094
E09000012,28324,10411,11814,10781,8404,6259,4841,3074,4040,8027,1812,2145,2259,2127,4235,4030,2631,3433
E09000013,21469,8815,9751,8518,6327,5007,4534,3172,4232,6360,1293,1698,1824,1848,3398,3931,2801,3738
E09000014,24681,13768,14401,13167,10123,7712,6408,4372,5968,6989,2327,2837,4031,3858,5676,5566,3831,5105
E09000015,31941,11195,13566,13451,12493,10695,9330,7006,10715,11540,3564,4416,5897,7273,9314,8732,6594,10091
E09000016,25595,12140,15225,15474,13730,11121,11656,8401,12789,6978,2222,2933,3595,3786,5249,10604,7867,11892
E09000017,34294,14809,17419,16634,13879,11016,9923,7140,11108,9611,2788,3352,5169,5179,8268,8795,6541,10243
E09000018,30284,14553,15963,14365,12084,9735,8328,5750,7751,9553,3225,4147,4591,5114,7190,7416,5229,7094
E09000019,24867,9098,10621,9959,7712,5801,5044,3381,4387,7372,1506,1942,2269,2288,4264,4393,2940,3706
E09000020,14363,6997,8150,7886,6186,5016,4757,3632,4710,3175,962,1311,1636,2301,3859,4164,3228,4236
E09000021,16921,9669,10469,9340,7666,6395,6323,4384,6136,5546,1536,1684,2221,2915,4916,5844,4182,5838
E09000022,42166,15471,16191,14809,11186,7874,6163,4113,5935,12081,2578,3676,4515,4465,5766,5303,3468,4964
E09000023,31006,14388,15290,14380,11228,7823,6310,4541,6639,9223,2814,3351,3774,3647,5566,5477,3958,5808
E09000024,23367,11592,12318,11039,9229,7328,6574,4497,6877,8390,2668,3508,3946,4561,5937,5925,4092,6191
E09000025,41684,14385,15841,13436,10946,8026,5672,3575,4994,8991,2246,2463,2401,2383,3869,4489,2920,4112
E09000026,33156,13979,15680,14605,12716,10384,9054,6273,9623,10781,3322,3912,4198,4377,7204,8067,5764,8742
E09000027,16621,12997,13636,12358,9657,7980,8396,5943,7827,4877,1692,2085,2511,2681,5498,7840,5642,7417
E09000028,36242,15050,16402,14987,11510,7579,6016,3937,5553,10739,2624,3387,3853,4004,5125,5154,3356,4618
E09000029,21730,11499,12862,12383,9785,8085,8009,5694,8445,8530,2701,3462,3770,3536,5007,6794,5335,7816
E09000030,39557,12194,11685,9393,7558,5500,3992,2581,3944,9773,1846,1751,1665,1964,2258,3271,2086,3212
E09000031,29069,12017,13951,12637,10280,7747,6503,4642,6558,7292,2139,3136,3667,3957,5117,5648,4042,5520
E09000032,42657,16358,15851,13696,10769,8227,7743,5247,7446,12290,2320,3135,3569,3916,6427,6871,4789,6760
E09000033,24752,9988,10873,10070,8083,6182,5531,4243,5658,5251,1457,1874,2161,2914,4223,4720,3715,4939
