LTLA Code,D1.0-40,D1.40-45,D1.45-50,D1.50-55,D1.55-60,D1.60-65,D1.65-70,D1.70-75,D1.75-80,D1.80-150,D2.0-40,D2.40-45,D2.45-50,D2.50-55,D2.55-60,D2.60-65,D2.65-70,D2.70-75,D2.75-80,D2.80-150
E07000209,12291,7770,8775,9168,9160,7513,6288,6488,4746,7095,6094,1900,2389,3468,4057,4645,5967,6334,4657,6935
E07000210,6347,4646,5499,6439,6575,5691,5000,5030,4083,6107,2929,1109,1514,2361,3217,4191,4822,4924,4025,5977
E07000211,16176,9152,9517,9865,9713,7980,6541,6915,4982,7543,6298,2418,2903,4363,4560,5586,6162,6736,4884,7339
E07000212,8184,4690,5212,5477,5488,4510,3668,3742,2894,4451,2956,1130,1437,2962,3003,3407,3465,3608,2829,4267
E07000213,9282,5832,5967,6764,6946,5442,4402,4530,3563,5444,3061,1236,1398,2967,3127,3629,4140,4407,3476,5263
E07000214,8384,5195,5967,6571,6436,5279,4323,4479,3528,5123,3619,1340,1672,2962,3717,4339,4121,4394,3489,5026
E07000215,9851,4928,5460,6242,6173,5254,4495,4632,3604,5129,3411,1331,1799,3572,3850,3942,4250,4521,3508,4988
E07000216,10525,7271,8679,9210,8694,7479,6409,6940,5612,8520,3955,1508,2027,3083,3539,4413,6131,6772,5491,8357
E07000217,9545,6446,6622,6627,6314,5211,4338,4316,3152,4845,3582,1489,1619,2874,2861,3442,4027,4186,3074,4571
E07000218,6749,2958,3756,4822,4777,4257,3660,3879,2912,3529,2709,860,1438,2458,2661,3108,3547,3811,2848,3261
E07000219,11941,5989,7125,8725,8527,7368,6652,6806,5184,6167,6121,2043,2467,3358,3802,4719,6235,6580,5012,5919
E07000220,8086,5791,6328,7339,7158,5904,4935,5261,4380,5557,4265,1708,2133,3809,4296,4231,4760,5149,4297,5377
E07000221,11735,6638,8029,9835,10172,9072,8106,8827,7124,9234,4838,1805,2448,5176,5687,7350,7830,8669,7002,9023
E07000222,15343,8294,8681,9442,9147,7695,6841,7095,5618,7734,6748,2283,2845,4525,5606,5859,6536,6937,5496,7365
E07000223,6998,3521,3995,4355,4277,3766,3446,3945,3017,4337,2760,1050,1331,2647,2389,2732,3185,3874,2960,4266
E07000224,11053,6592,7975,10345,11055,10397,10244,12215,9466,13345,6634,2225,2903,6333,5266,7055,9414,11919,9285,13039
E07000225,9751,5415,6444,7849,8832,8461,7765,8542,6820,9667,4946,1768,2193,4819,4785,7273,7407,8395,6683,9463
E07000226,13010,7010,6711,6938,6569,5661,4392,4026,2570,4022,5440,2081,2214,3006,3049,3682,4120,3926,2515,3913
E07000227,14602,7755,8664,10379,10820,9385,8132,8725,6587,9260,5938,2182,2680,4997,5700,7347,7792,8532,6484,9020
E07000228,12965,8883,9774,10578,10090,8421,7569,7979,6262,8736,5768,2306,2760,3749,4127,5460,7115,7819,6166,8576
E07000229,11236,5787,6519,7518,7433,6293,5560,6382,4729,7364,5974,2106,2664,4880,4124,4534,4983,6214,4597,7175
E07000234,10151,5214,6114,7061,7027,6057,5554,5674,4552,6343,4147,1640,2033,3247,3476,4191,5314,5581,4467,6198
E07000235,7115,3338,4229,5564,6142,5767,5280,5865,4408,6056,3004,1235,1736,2970,3411,4200,5044,5732,4323,5926
E07000236,8724,4321,4644,5284,5137,4784,4640,4589,3074,3366,3200,1186,1314,1742,2040,2731,4292,4419,2988,3259
E07000237,10103,5032,5823,6818,6644,5438,4829,4743,3469,4657,5626,1732,2151,2871,3239,3768,4409,4493,3356,4512
E07000238,11176,6028,7416,9432,9885,8739,8207,8797,6624,8562,5180,1964,2604,4280,5477,6651,7983,8665,6537,8457
E07000239,10902,4596,5649,7182,7164,6097,6102,7055,5524,6345,3976,1481,2005,3109,4803,4853,5863,6932,5424,6257
E07000240,13893,10096,10790,10714,9642,7663,6273,6411,4796,7412,4097,1761,2384,4672,5942,5385,5997,6281,4709,7235
E07000241,9767,6102,6110,6947,6989,6005,4705,4535,3428,5479,4306,1662,1778,2542,3165,4040,4306,4405,3377,5363
E07000242,15006,8738,9978,10869,10579,8630,7002,7342,5135,7363,5246,1935,2518,4440,4477,5646,6686,7195,5033,7222
E07000243,9530,4869,4840,5712,5818,4717,3560,3352,2443,3683,4222,1220,1572,2377,2546,3297,3306,3276,2405,3590
E07000244,28493,10845,13393,16718,17883,17175,16125,18339,13794,18572,10731,3483,4754,8159,10413,14070,15232,17942,13571,18220
E07000245,15767,8207,9380,11346,11255,9710,8810,9901,7562,10016,7912,2576,3202,6971,6102,6897,8001,9550,7345,9732
E07000246,13753,6975,8145,10267,10967,10274,9756,10360,8004,11171,8482,2533,3226,4983,5550,7674,9127,10133,7893,10981
E08000001,37924,13946,15829,18265,17851,15258,13175,13670,9769,12055,12322,4376,5661,8431,9757,10848,12029,13153,9466,11538
E08000002,19801,9103,10305,12092,12405,10532,8995,9632,6812,8699,8924,3221,4579,6501,7912,8233,8321,9293,6589,8302
E08000003,75153,26201,24766,26407,23645,19616,15334,13085,8686,11684,28375,8402,9221,13065,12815,12842,13556,12201,8190,10925
E08000004,24525,10237,11568,14143,13593,11690,10270,10260,7347,9090,10230,3676,4526,6536,7243,7877,9201,9806,7069,8673
E08000005,25991,10187,11219,13390,13124,11620,10302,9954,6729,8276,9238,3351,4078,6105,7134,7624,9188,9463,6391,7668
E08000006,27558,10984,11583,13495,13665,11657,9122,9539,6696,9027,13962,4029,4673,8806,10523,9634,8294,9077,6417,8596
E08000007,29828,15586,16665,19241,19424,16881,14836,15307,11271,16271,13811,5272,6244,9410,11097,12016,14014,14901,11082,15957
E08000008,26081,10957,12305,15042,15176,12803,10739,11125,7673,9200,10641,3736,4557,8016,8278,8450,9934,10677,7298,8211
E08000009,26313,14204,14470,15299,14973,12465,10439,10416,7757,11431,11096,5074,5964,7422,8717,8475,9824,10109,7520,11025
E08000010,34820,15205,18015,22775,21552,18528,16131,17731,13148,14342,15410,5004,6457,10548,10753,11932,14580,17205,12800,13714
E08000011,16142,6242,7198,9670,10903,9956,7868,6669,4282,6403,8276,2675,3330,5149,6180,6899,7318,6414,4116,6116
E08000012,60003,20781,21275,25575,28278,25872,21244,19186,12714,17717,28227,7940,9042,13669,16478,17994,18958,18143,11962,16443
E08000013,21299,8306,10282,12341,12559,10963,9591,10204,7355,9166,11294,3768,4904,7595,7611,8375,9165,9939,7164,8815
E08000014,26548,11412,13671,17967,20025,18568,16065,15850,11992,18010,12253,4241,5334,8459,10176,12209,14897,15321,11644,17307
E08000015,36196,15049,17358,21017,22522,20543,18254,18498,12999,18314,14949,5370,6615,10219,12544,15053,17267,17990,12737,17616
E08000016,26801,11348,13268,17295,16956,14891,12922,12761,9384,11252,9436,2964,3641,5609,6267,8396,11320,12355,9146,10883
E08000017,37398,14589,16282,19988,20833,18751,16046,16006,11331,15090,12899,3981,5019,8365,9914,11347,14906,15604,11090,14548
E08000018,34502,12976,14913,18129,17628,15767,13636,13877,10392,12831,12753,3884,5097,8621,9238,9645,13009,13584,10206,12595
E08000019,67419,26361,28269,33344,32261,28031,23789,23918,18364,25508,28232,8004,10050,16580,17456,18136,21534,23201,17942,24698
E08000021,30354,12932,13192,14920,15918,14592,12128,11452,7613,11639,13862,3497,4047,5377,6409,7338,10976,10976,7354,11193
E08000022,20452,11523,12080,13623,14374,12998,11766,11512,7699,10782,8886,3048,3596,5017,5926,6996,10875,11217,7530,10504
E08000023,16599,7097,7721,9652,10557,10021,8450,8164,5450,7830,7223,2356,2911,4618,6147,7280,8101,7988,5348,7531
E08000024,27063,13302,15141,18389,19193,18140,15635,15180,10082,14033,12481,3959,4857,8013,9642,10498,14616,14755,9876,13723
E08000025,107476,49464,51131,57176,53558,46724,38953,35286,26540,38944,45508,16154,19166,27553,30390,33745,34853,33469,25366,36768
E08000026,37395,16874,17002,19188,18032,15524,12874,12255,9730,13680,15281,6211,6861,9555,9832,10537,11823,11788,9426,13136
E08000027,31193,14728,17139,21351,20543,17473,16059,16508,13446,17625,13108,4401,5763,8133,8522,12125,14661,15999,13113,17124
E08000028,31806,15770,17421,19914,18440,15666,12982,12023,9244,12534,13387,4966,6096,9194,8905,11036,11809,11521,8902,11894
E08000029,20860,10804,12333,14557,14565,12491,10581,11756,9247,12681,8363,3142,3987,6009,7477,9229,10102,11537,9066,12383
E08000030,31162,13531,14644,17458,16752,14579,12384,12117,9636,13743,12496,4219,5050,7571,8348,9773,11441,11715,9356,13164
E08000031,28061,12777,13838,15744,14749,12922,11239,10406,7917,11894,11325,4274,5169,7216,7341,9088,10187,9930,7600,11314
E08000032,52757,24943,26538,29747,29155,26532,22602,21258,13801,20793,21953,8289,9509,13895,15114,19216,20542,20434,13288,19952
E08000033,20223,9972,11972,14653,14132,12376,10413,10750,7468,9210,8466,3007,4342,7229,7387,8703,9524,10397,7249,8465
E08000034,41534,20949,23700,27823,26348,23070,20024,20585,14473,18591,18786,6573,8218,16273,14949,18036,18859,20086,14165,17897
E08000035,87099,40558,41876,45908,44812,38501,32265,33299,23266,33398,40484,12875,16115,24462,24843,28403,30152,32388,22631,31822
E08000036,35920,16709,19893,24493,23695,20459,17855,18008,12930,15825,15256,4677,6460,11742,11580,14052,17026,17653,12739,15582
E08000037,19823,9784,10491,12823,13498,12035,10310,10496,7253,10714,8619,2785,3324,4682,5759,6456,8966,10223,7098,10127
E09000001,962,447,475,496,471,384,339,312,205,243,297,79,98,151,176,237,308,297,200,241
E09000002,17794,10972,10923,11233,9714,7543,5391,4347,2996,4579,7803,3695,4193,5476,5084,4785,4578,4034,2795,4297
E09000003,39576,21978,21642,21659,20145,17335,14242,13475,9853,14769,17939,7396,9822,14408,14486,14646,13032,12824,9439,14043
E09000004,21889,12903,13339,15457,15317,12818,10155,10099,7519,11426,8820,3796,4854,7573,9237,9905,9598,9790,7313,11035
E09000005,37623,17607,17621,17950,16592,14213,11021,8700,6329,9194,14728,5430,6605,9605,9910,10933,9605,7899,5829,8107
E09000006,27999,19737,20183,21619,20734,17219,13868,14886,10900,16504,12819,5290,6351,9780,11606,13170,12992,14471,10612,15932
E09000007,26252,11894,11483,11590,10203,8378,6641,6136,4560,5895,10155,3163,3566,5086,5326,6603,5874,5738,4307,5564
E09000008,34392,18953,19186,21661,21498,17672,13893,12799,8987,13083,13946,5643,6340,10192,10588,11525,12112,11950,8361,11715
E09000009,32777,20137,20364,20896,18884,15602,12457,10597,7383,10594,13621,5488,6299,8315,9851,12273,11299,10012,7034,10095
E09000010,37719,17496,17540,18787,18160,15040,11612,10255,7508,11529,12147,6326,9064,13232,14610,13086,10736,9770,7119,10788
E09000011,26421,16437,14947,15409,13824,11032,8512,7477,5240,6751,11253,5815,7019,8667,8038,7825,7696,7100,5018,6399
E09000012,28168,13203,11708,12022,10966,8523,6303,4846,3075,4042,10652,3198,3400,4275,4690,5016,5325,4363,2810,3650
E09000013,21699,9529,9696,10032,8690,6444,5054,4568,3190,4235,8125,1964,2400,3587,4541,4496,4316,4215,2975,3908
E09000014,23418,14565,14877,14808,13434,10280,7796,6448,4401,5983,9053,3418,4294,6631,8436,7167,6894,6045,4097,5472
E09000015,28736,14302,13296,13879,13711,12640,10753,9342,7027,10687,15443,6203,6420,9757,9638,10756,10201,9015,6785,10285
E09000016,22516,12476,13152,15397,15583,13801,11170,11673,8403,12770,9509,3599,4182,6364,7013,8367,9951,11298,8173,12305
E09000017,32373,17578,16759,17730,16850,13992,11068,9950,7139,11094,13462,5323,5810,7622,10718,10323,10298,9531,6894,10691
E09000018,29476,17101,16490,16353,14624,12256,9826,8362,5775,7750,12222,5232,5796,9024,8875,9502,9051,7948,5518,7395
E09000019,25475,11092,10053,10870,10154,7809,5846,5075,3386,4402,9791,2649,2885,3957,4523,5101,5180,4712,3154,4096
E09000020,14370,7330,7913,8596,8197,6350,5112,4802,3661,4732,4518,1627,2128,3605,4514,4904,4540,4425,3364,4360
E09000021,19391,10788,11000,10624,9522,7718,6428,6341,4392,6138,7498,2716,3251,4735,5477,5610,6071,6127,4284,5963
E09000022,40587,17232,16588,16621,15113,11358,7951,6196,4121,5948,16390,4757,5350,7932,8444,8126,6898,5728,3785,5401
E09000023,30151,16827,15686,15737,14889,11399,7902,6343,4566,6640,12092,4571,5149,7207,7631,8106,6948,5916,4242,6123
E09000024,23653,13683,12865,12581,11254,9338,7385,6602,4524,6879,9643,3729,4131,6784,7073,7093,6839,6282,4287,6459
E09000025,37228,18513,16656,16290,13744,11147,8114,5709,3592,4985,14539,5413,5730,7236,6623,6579,6729,5129,3246,4510
E09000026,34068,17331,16005,16209,14924,12932,10464,9106,6278,9624,12993,5488,5992,7666,8134,8924,9423,8585,5991,9041
E09000027,19526,13334,14181,13833,12521,9725,8012,8417,5961,7793,6081,2662,3306,4995,6175,7139,7500,8146,5781,7532
E09000028,34581,16944,16281,16799,15296,11688,7649,6042,3962,5569,13574,4077,5169,7263,7647,7170,6504,5574,3605,4998
E09000029,20324,13105,12785,13024,12512,9851,8116,8016,5694,8411,9561,3894,4394,5882,6518,6706,7617,7762,5542,8020
E09000030,37991,17061,13860,12021,9616,7713,5575,4027,2607,3954,12842,3989,3835,4318,3994,4792,4358,3584,2276,3477
E09000031,26427,15133,13809,14386,12897,10440,7845,6533,4669,6562,9635,3666,4166,7447,7655,7537,6881,6098,4346,6073
E09000032,43669,19558,17513,16206,13942,10875,8287,7768,5265,7435,17609,4540,5292,7157,8332,8668,7540,7323,4989,7007
E09000033,23879,10718,10947,11295,10387,8322,6281,5593,4277,5667,7381,2593,3220,4981,6198,6329,5414,5113,3940,5173
